Key,Source,Context,Changes,English,Russian
gunHandgunT5SMG5Zinger,items,Gun,,SMG-5 [FFB800]Zinger[-],ПП-5 [FFB800]Зингер[-]
gunHandgunT5SMG5ZingerDesc,items,Gun,,"The experimental Zinger model.\nBecause of its rate of fire, many stalkers named the model after a fast and reliable sewing machine. And for good reason.\nVery quick and easy - an ideal gift for zombies if you decide to visit them.","Экспериментальная модель Зингер.\nИз-за своей скорострельности многие сталкеры назвали модель в честь быстрой и надежной швейной машинки. И не зря.\nОчень быстрый и легкий - идельный подарок для зомби, если вы решите зайти к ним в гости."
gunBowT4CompoundBowImp,items,Gun,,Composite bow [DECEA3]Improved[-],Композитный лук [DECEA3]Улучшенный[-]
gunBowT4CompoundBowImpDesc,items,Gun,,"Improved model of the composite bow.\nIncreased damage and rate of fire. Damage from stealth has been increased by 50%.\nThe ideal weapon for silent clearing.","Улучшенная модель композитного лука.\nУвеличен урон и скорострельность. Урон из стелся увеличен на 50%.\nИдельное оружие для безшумной зачистки."
gunBowT4CompoundCrossbowImp,items,Gun,,Composite crossbow [DECEA3]Improved[-],Композитный арбалет [DECEA3]Улучшенный[-]
gunBowT4CompoundCrossbowImpDesc,items,Gun,,"Improved model of a composite crossbow.\nRate of fire and penetration of target armor have been significantly increased. Damage from stealth has been increased by 50%.\nThe ideal weapon for silent clearing.","Улучшенная модель композитного арбалета.\nЗначительно увеличена скорострельность и пробитие брони цели. Урон из стелся увеличен на 50%.\nИдельное оружие для безшумной зачистки."
gunBowT5CompoundCrossbowMantis,items,Gun,,Crossbow [FFB800]Mantis[-],Арбалет [FFB800]Мантис[-]
gunBowT5CompoundCrossbowMantisDesc,items,Gun,,"Experimental model of the Mantis crossbow.\nAll main indicators have been significantly increased. Damage from stealth has been increased by 50%.\nEliminating quickly and silently a large number of sleeping enemies will no longer be a problem for you.","Экспериментальная модель арбалета Мантис.\nЗначительно увеличены все основные показатели. Урон из стелся увеличен на 50%.\nЛиквидировать быстро и безшумно большое количество спящих противников теперь не будет для вас проблемой."

0000 -- HEAVY MELEE WEAPON -- 0000

meleeWpnSledgeT4SteelSledgehammerImp,items,Melee,,Steel Sledgehammer [DECEA3]Improved[-],Стальная кувалда [DECEA3]Улучшенная[-]
meleeWpnSledgeT4SteelSledgehammerImpDesc,items,Melee,,"Improved steel sledgehammer. Experience gained from killing enemies has been increased by 15%\nAll main stats have been significantly increased.\nIf zombies are still alive, they will regret this.","Улучшенная стальная кувалда. Получаемый опыт за убийство противников увеличена на 15%\nЗначительно увеличены все основные показатели.\nЕсли зомби еще живы - они пожалеют от этом."
meleeWpnClubT4SteelClubImp,items,Melee,,Steel Club [DECEA3]Improved[-],Стальная дубина [DECEA3]Улучшенная[-]
meleeWpnClubT4SteelClubImpDesc,items,Melee,,"Improved steel club. Experience gained from killing enemies has been increased by 15%\nSignificantly increased all main stats.\n[DECEA3]Zombie:[-] Doctor, what's wrong with my head?\n[DECEA3]Doctor:[-] No problem, you don't have one","Улучшенная стальная дубина. Получаемый опыт за убийство противников увеличена на 15%\nЗначительно увеличены все основные показатели.\n[DECEA3]Зомби:[-] Доктор что у меня с головой?\n[DECEA3]Доктор:[-] Ничего страшного, у вас ее нет"
meleeWpnSpearT4SteelSpearImp,items,Melee,,Steel Spear [DECEA3]Improved[-],Стальное копье [DECEA3]Улучшенное[-]
meleeWpnSpearT4SteelSpearImpDesc,items,Melee,,"Improved steel spear. Experience gained from killing enemies has been increased by 15%\nAll main stats have been significantly increased.\nCreate canapes to suit your taste.","Улучшенное стальное копье. Получаемый опыт за убийство противников увеличена на 15%\nЗначительно увеличены все основные показатели.\nСоздавайте канапе на свой вкус."
meleeWpnClubT5SteelAxeBarbarian,items,Melee,,Axe [FFB800]Barbarian[-],Топор [FFB800]Варвар[-]
meleeWpnClubT5SteelAxeBarbarianDesc,items,Melee,,"Unique Barbarian axe. Experience gained from killing opponents has been increased by 30%\nAll main indicators have been significantly increased.\nA large concentration of zombies is only to your advantage. Don't forget to take napkins, it will be wet. Although it is not a fact that they will help.","Уникальный топор Варвар.Получаемый опыт за убийство противников увеличена на 30%\nЗначительно увеличены все основные показатели.\nБольшое скопление зомби вам только на руку. Не забудьте взять салфетки, будет мокро. Хотя не факт что помогут."

0000 -- LIGHT MELEE WEAPON -- 0000

meleeWpnBatonT4PlasmaBaton,items,Melee,,Stun Baton [DECEA3]Improved[-],Оглушающая дубинка [DECEA3]Улучшенная[-]
meleeWpnBatonT4PlasmaBatonDesc,items,Melee,,"Improved stun baton. Experience gained from killing enemies has been increased by 15%\nAll main stats have been significantly increased.\nLet's Dance.","Улучшенная оглушающая дубинка. Получаемый опыт за убийство противников увеличена на 15%\nЗначительно увеличены все основные показатели.\nДавайте потанцуем."
meleeWpnKnucklesT4SteelKnucklesImp,items,Melee,,Steel Knuckles [DECEA3]Improved[-],Стальные кастеты [DECEA3]Улучшенные[-]
meleeWpnKnucklesT4SteelKnucklesImpDesc,items,Melee,,"Improved steel knockles. Experience gained from killing enemies has been increased by 15%\nAll main stats have been significantly increased.\nBar-hopping in my past life didn't go to waste.","Улучшенные стальные кастеты. Получаемый опыт за убийство противников увеличена на 15%\nЗначительно увеличены все основные показатели.\nПоходы по барам в прошлой жизни не прошли даром."
meleeWpnBladeT4MacheteImp,items,Melee,,Machete [DECEA3]Improved[-],Мачете [DECEA3]Улучшенное[-]
meleeWpnBladeT4MacheteImpDesc,items,Melee,,"Improved machete. Experience gained from killing enemies has been increased by 15%\nAll main stats have been significantly increased.\nTake your tropical hunt to the city.","Улучшенное мачете. Получаемый опыт за убийство противников увеличена на 15%\nЗначительно увеличены все основные показатели.\nУстройте тропическую охоту в городе."
meleeWpnBladeT5MacheteIndiana,items,Melee,,Machete [FFB800]Indiana[-],Мачете [FFB800]Индиана[-]
meleeWpnBladeT5MacheteIndianaDesc,items,Melee,,"Unique Machete Indiana. Experience gained from killing opponents is increased by 30%\nAll main stats have been significantly increased.\nCut, cut, cut...","Уникальное мачете Индиана. Получаемый опыт за убийство противников увеличена на 30%\nЗначительно увеличены все основные показатели.\nРезать, резать, резать..."

0000 -- TOOLS -- 0000

meleeToolAxeT4ChainsawImp,items,Tool,,Chainsaw [DECEA3]Improved[-],Бензопила [DECEA3]Улучшенная[-]
meleeToolAxeT4ChainsawImpDesc,items,Gun,,"Improved chainsaw.\nIncreased block damage and speed. Increases the number of mods that can be installed.\nThe perfect tool for harvesting wood.","Улучшенная бензопила.\nУвеличен урон по блоку и скорость работы. Увеличивает количество устанавливаемых модов.\nИдеальный инструмент для заготовки древесины."
meleeToolPickT4AugerImp,items,Tool,,Auger [DECEA3]Improved[-],Бур [DECEA3]Улучшенный[-]
meleeToolPickT4AugerImpDesc,items,Gun,,"Improved auger.\nIncreased block damage and speed. Increases the number of mods that can be installed.\nIt is now much easier to extract resources from the mine.","Улучшенный бур.\nУвеличен урон по блоку и скорость работы. Увеличивает количество устанавливаемых модов.\nДобыть ресурсы в шахте теперь значительно проще."
meleeToolSalvageT4ImpactDriverImp,items,Tool,,Impact Driver [DECEA3]Improved[-],Шуруповерт [DECEA3]Улучшенный[-]
meleeToolSalvageT4ImpactDriverImpDesc,items,Gun,,"Improved impact driver. Experience gained from disassembling has been increased by 15%\nIncreased damage to the block and speed of work. Increases the number of installed mods.\nDismantle all the cars in the area in a couple of clicks.","Улучшенный шуруповерт. Получаемый опыт за разбор увеличена на 15%\nУвеличен урон по блоку и скорость работы. Увеличивает количество устанавливаемых модов.\nРазбор всех машин в округе за пару нажатий."
meleeToolRepairT4NailgunImp,items,Tool,,Nailgun [DECEA3]Improved[-],Гвоздомет [DECEA3]Улучшенный[-]
meleeToolRepairT4NailgunImpDesc,items,Gun,,"Improved nailgun.\nSignificantly increased the speed of upgrading and repairing blocks.\nBuild the city of your dreams.","Улучшенный гвоздомет.\nЗначительно увеличена скорость улучшения и ремонта блоков.\nПостройте город своей мечты."
meleeToolPickT5AugerReact,items,Tool,,Auger [FFB800]Reactor[-],Бур [FFB800]Реакторный[-]
meleeToolPickT5AugerReactDesc,items,Tool,,"Experimental model of a reactor auger.\nAll the main indicators have been significantly increased, and advanced mods can be installed. Resource extraction has been increased by 100%.\nDoes not consume gasoline during operation and does not make sounds, which significantly reduces the chance of attracting unnecessary attention during extraction. Now the durability of the tool is its charge. It can be restored at a charging station or using reactor batteries.\nThere is no better tool for extraction.","Экспериментальная модель реакторного бура.\nЗначительно увеличены все основные показатели, а также доступна установка продвинутых модов. Добыча ресурсов увеличена на 100%.\nНе расходует бензин при работе и не издает звуки, что значительно уменьшает шанс привлечения лишнего внимания при добыче. Теперь прочность инструмента это его заряд. Его можно восстановить в зарядной станции или использовать реакторные батареи \nЛучшего инструмента для добычи не существует."
meleeToolSalvageT5ImpactDriverReact,items,Tool,,Impact Driver [FFB800]Reactor[-],Шуруповерт [FFB800]Реакторный[-]
meleeToolSalvageT5ImpactDriverReactDesc,items,Tool,,"Experimental model of a reactor impact driver. Experience gained from disassembling has been increased by 30%\nAll the main indicators have been significantly increased, and it is also possible to extract rare resources by dismantling vehicles.\nDoes not consume gasoline during operation and does not make sounds, which significantly reduces the chance of attracting unnecessary attention during extraction. Now the durability of the tool is its charge. It can be restored at a charging station or using reactor batteries.\nDisassembles everything that moves, has moved, or does not move at all.","Экспериментальная модель реакторного шуруповерта. Получаемый опыт за разбор увеличена на 30%\nЗначительно увеличены все основные показатели, а также возможна добыча редких ресурсов при разборе транспорта.\nНе расходует бензин при работе и не издает звуки, что значительно уменьшает шанс привлечения лишнего внимания при добыче. Теперь прочность инструмента это его заряд. Его можно восстановить в зарядной станции или использовать реакторные батареи \nРазбирает все что движется или двигалось или не движется вовсе."

0000 -- MASTER BOOK -- 0000

masterMachineGunsSkillMagazine,items,item,,[DECEA3]Magazine[-] Machine gun master,[DECEA3]Журнал[-] Мастер пулеметов
masterMachineGunsSkillMagazineDesc,items,item,,"In magazines about assault weapons, you can find small articles on how people independently improve factory weapons.\n\nHaving collected a sufficient number of articles, you will be able to improve machine guns or create experimental models.","В журналах про штурмовое оружие, можной найти небольшие статьи как люди самостоятельно улучшают заводское оружие.\n\nСобрав достаточное количество статей вы сможете улучшать пулементы или создать экспериментальные модели."

MasterShotgunsSkillMagazine,items,item,,[DECEA3]Magazine[-] Shotguns master,[DECEA3]Журнал[-] Мастер дробовиков
MasterShotgunsSkillMagazineDesc,items,item,,"In magazines about shotguns, you can find small articles on how people independently improve factory weapons.\n\nHaving collected a sufficient number of articles, you can improve shotguns or create experimental models.","В журналах про дробовики, можной найти небольшие статьи как люди самостоятельно улучшают заводское оружие.\n\nСобрав достаточное количество статей вы сможете улучшать дробовики или создать экспериментальные модели."

MasterRiflesSkillMagazine,items,item,,[DECEA3]Magazine[-] Rifles master,[DECEA3]Журнал[-] Мастер винтовок
MasterRiflesSkillMagazineDesc,items,item,,"In magazines about the world of rifles, you can find small articles on how people independently improve factory weapons.\n\nHaving collected a sufficient number of articles, you can improve sniper rifles or create experimental models.","В журналах о мире винтовок, можной найти небольшие статьи как люди самостоятельно улучшают заводское оружие.\n\nСобрав достаточное количество статей вы сможете улучшать снайперские винтовки или создать экспериментальные модели."

MasterHandgunsSkillMagazine,items,item,,[DECEA3]Magazine[-] Handguns master,[DECEA3]Журнал[-] Мастер ручного оружия
MasterHandgunsSkillMagazineDesc,items,item,,"In magazines about hand weapons, you can find small articles on how people independently improve factory models of weapons.\n\nHaving collected a sufficient number of articles, you can improve automatic pistols or create experimental models.","В журналах о ручном оружии, можной найти небольшие статьи как люди самостоятельно улучшают заводские модели оружия.\n\nСобрав достаточное количество статей вы сможете улучшать автоматические пистолеты или создать экспериментальные модели."

MasterBowsSkillMagazine,items,item,,[DECEA3]Magazine[-] Archery master,[DECEA3]Журнал[-] Мастер стрельбы из луков
MasterBowsSkillMagazineDesc,items,item,,"In archery enthusiasts' magazines, you can find small articles on how people improve their weapons on their own.\n\nHaving collected a sufficient number of articles, you can improve your bow and crossbow, or create experimental models.","В журналах любителей стрельбы из лука, можной найти небольшие статьи как люди самостоятельно улучшают свое оружие.\n\nСобрав достаточное количество статей вы сможете улучшать свой лук и арбалет, или создать экспериментальные модели."

MasterWorkstationsMagazine,items,item,,[DECEA3]Magazine[-] Workstations Master,[DECEA3]Журнал[-] Мастер рабочих станций
MasterWorkstationsMagazineDesc,items,item,,"You have learned how to create any workstations. But there are articles from experts that tell how to improve them.\n\nHaving collected a sufficient number of articles, you will be able to improve your stations and create useful tools for them.","Вы научились создавать любые рабочие станции. Но есть статьи экспертов которые расказывают как их можно улучшить.\n\nСобрав достаточное количество статей вы сможете улучшать свои станции и создавать для них полезные инструменты."

MasterToolsMagazine,items,item,,[DECEA3]Magazine[-] Tools Master,[DECEA3]Журнал[-] Мастер инструментов
MasterToolsMagazineDesc,items,item,,"Learning how to create tools is not that difficult. It is difficult to understand how to improve them. Some magazines have articles on how to do this.\n\nHaving collected enough articles, you will be able to improve your tools and create experimental ones.","Научиться создавать инструменты не так сложно. Сложно понять как их улучшить. В некоторых журналах есть статьи как это можно сделать.\n\nСобрав достаточное количество статей вы сможете улучшать свои инструменты и создавать эксперементальные."

MasterElectricianMagazine,items,item,,[DECEA3]Magazine[-] Electrician Master,[DECEA3]Журнал[-] Мастер электрик
MasterElectricianMagazineDesc,items,item,,"Professional electricians sometimes leave notes on how to create complex mechanisms with your own hands. There are also notes on experimental energy sources.\n\nHaving collected a sufficient number of articles, you will be able to create complex electrical devices and energy sources.","Профессиональные электрики иногда оставляют заметки как можно создать своими руками сложные механизмы. Также попадаются заметки про экспериментальные источники энергии.\n\nСобрав достаточное количество статей вы сможете создавать сложные электроприборы и источники энергии."

MasterHeavyMeleeWeaponMagazine,items,item,,[DECEA3]Magazine[-] Master Melee Heavy Weapons,[DECEA3]Журнал[-] Мастер тяжелого оружия ближнего боя
MasterHeavyMeleeWeaponMagazineDesc,items,item,,"It is not so easy to create a strong weapon for close combat, especially for heavy types. Only a few know the secrets of creating a truly powerful weapon. You can find notes about this in magazines.\n\nHaving collected a sufficient number of articles, you will be able to improve sledgehammers, clubs and spears, or create legendary ones.","Создать крепкое оружие для ближнего боя не так просто, тем более для тяжелых видов. Только единицы знают секреты создания по настоящему мощного оружия. Заметки про это вы можете найти журналах.\n\nСобрав достаточное количество статей вы сможете улучшать кувалды, дубины и копья, или создать легендарные."

MasterLightMeleeWeaponMagazine,items,item,,[DECEA3]Magazine[-] Master Melee Light Weapons,[DECEA3]Журнал[-] Мастер легкого оружия ближнего боя
MasterLightMeleeWeaponMagazineDesc,items,item,,"A weapon for killing zombies should not only be light, but also convenient. How to make knives and brass knuckles with maximum slants is sometimes written in thematic magazines. And if you add a little electricity... Try it and the result will definitely please you. You can find notes about this in magazines.\n\nHaving collected a sufficient number of articles, you will be able to improve brass knuckles, machetes and a stun baton, or create legendary ones.","Оружие для убийства зомби должно быть не только легким, но и удобным. Как сделать максимально слалансированные ножи и кастеты иногда пишут в тематических журналах. А если добавить немного электричества... Попробуйте и результат вас однозначно порадует. Заметки про это вы можете найти журналах.\n\nСобрав достаточное количество статей вы сможете улучшать кастеты, мачете и оглушающий жезл, или создать легендарные."

MasterKitchenMagazine,items,item,,[DECEA3]Magazine[-] Kitchen Master,[DECEA3]Журнал[-] Мастер кухни
MasterKitchenMagazineDesc,items,item,,"How difficult it is when you need to eat and drink a lot of tasty things for one task. And you also need to understand how long it will work. In books about food you can learn how to create food sets.\n\nHaving collected a sufficient number of articles, you will be able to create new elixirs.","Как же сложно когда для одной задачи нужно съесть и выпить много всего вкусного. Да еще и нужно понимать как долго это будет дейтсвовать. В книгах о еде можно узнать как можно создавать комплекты еды.\n\nСобрав достаточное количество статей вы сможете создавать новые эликсиры."

0000 -- PROGRESSION -- 0000

attmaster,progression,Attribute,,Master skills,Навыки мастера
bowsT1,progression,Attribute,,Improved bows and crossbows,Улучшенные луки и арбалеты

MasterMachineGunsName,progression,Attribute,,Master Machine Guns,Мастер пулеметов
MasterMachineGunsDesc,progression,Attribute,,"The skill [DECEA3]Machine Gunner lvl.5[-] makes it possible to create magazines [DECEA3]Machine Gun Master[-]\nReading these magazines improves the quality of the weapons you upgrade.","Умение [DECEA3]Пулеметчик ур.5[-] дает возможность создавать журналы [DECEA3]Мастер пулеметов[-]\nЧтение этих журналов повышает качество улучшаемого оружия."
MasterCraftingShotgunName,progression,Attribute,,Master Shotguns,Мастер дробовиков
MasterCraftingShotgunDesc,progression,Attribute,,"The skill [DECEA3]Boomstick lvl.5[-] makes it possible to create magazines [DECEA3]Shotguns master[-]\nReading these magazines improves the quality of the weapons you upgrade.","Умение [DECEA3]Бумпалка ур.5[-] дает возможность создавать журналы [DECEA3]Мастер дробовиков[-]\nЧтение этих журналов повышает качество улучшаемого оружия."
MasterCraftingRifleName,progression,Attribute,,Master Rifles,Мастер винтовок
MasterCraftingRifleDesc,progression,Attribute,,"The skill [DECEA3]Dead Eye lvl.5[-] makes it possible to create magazines [DECEA3]Rifles master[-]\nReading these magazines improves the quality of the weapons you upgrade.","Умение [DECEA3]Безжалостный снайпер ур.5[-] дает возможность создавать журналы [DECEA3]Мастер винтовок[-]\nЧтение этих журналов повышает качество улучшаемого оружия."
MasterCraftingHandgunsName,progression,Attribute,,Master Handguns,Мастер ручного оружия
MasterCraftingHandgunsDesc,progression,Attribute,,"The skill [DECEA3]Gunslinger lvl.5[-] makes it possible to create magazines [DECEA3]Handguns master[-]\nReading these magazines improves the quality of the weapons you upgrade.","Умение [DECEA3]Короткоствол ур.5[-] дает возможность создавать журналы [DECEA3]Мастер ручного оружия[-]\nЧтение этих журналов повышает качество улучшаемого оружия."
MasterCraftingBowsName,progression,Attribute,,Master Archery,Мастер стрельбы из луков
