Key,Source,Context,Changes,English,Russian
SmallCase01_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the signal smoke when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Ultra Light Alloys[-]","Вы запросили малый кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он может привлечь нежелательных гостей. Если у вас получиться продержаться в получите малый набор ресурсов [DECEA3]Сверхлегкие сплавы[-]"
SmallCase02_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the signal smoke when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Ultra Strength Alloys[-]","Вы запросили малый кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он может привлечь нежелательных гостей. Если у вас получиться продержаться в получите малый набор ресурсов [DECEA3]Сверхпрочные сплавы[-]"
SmallCase03_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the signal smoke when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Experimental alloys[-]","Вы запросили малый кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он может привлечь нежелательных гостей. Если у вас получиться продержаться в получите малый набор ресурсов [DECEA3]Эксперементальные сплавы[-]"

MediumCase_Step1_Name,Quest,Quest Info,,Support Request: Start [DECEA3]Medium Case[-],Запрос поддержки: Начало [DECEA3]Средний кейс[-]
MediumCase_Step2_Name,Quest,Quest Info,,Support Request [DECEA3]Medium Case[-],Запрос поддержки [DECEA3]Средний кейс[-]

MediumCase_Desc,Quest,Quest Info,,"Go to the designated point and place the signal smoke when you are ready. Be careful, it will attract sleepers from all around.\n\n[DECEA3]Be careful, you need to place the signal smoke after activating the task at the designated point. If you place it prematurely, the task will not be completed and you will have to cancel it without a reward.[-]","Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он привлечет спящих со всей округи.\n\n[DECEA3]Будьте внимательны - размещать сигнальный дым нужно после активации задания на указанной точке. Если вы его установите преждевременно - задание не сможет быть завершено, и вам придеться его отменить без награды.[-]"
MediumCase01_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the signal smoke when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Ultra Light Alloys[-]","Вы запросили средний кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он привлечет спящих со всей округи. Если у вас получиться продержаться в получите средний набор ресурсов [DECEA3]Сверхлегкие сплавы[-]"
MediumCase02_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the signal smoke when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Ultra Strength Alloys[-]","Вы запросили средний кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он привлечет спящих со всей округи. Если у вас получиться продержаться в получите средний набор ресурсов [DECEA3]Сверхпрочные сплавы[-]"
MediumCase03_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the signal smoke when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Experimental Alloys[-]","Вы запросили средний кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он привлечет спящих со всей округи. Если у вас получиться продержаться в получите средний набор ресурсов [DECEA3]Эксперементальные сплавы[-]"

BigCase_Step1_Name,Quest,Quest Info,,Support Request: Start [DECEA3]Big Case[-],Запрос поддержки: Начало [DECEA3]Большой кейс[-]
BigCase_Step2_Name,Quest,Quest Info,,Support Request [DECEA3]Big Case[-],Запрос поддержки [DECEA3]Большой кейс[-]

BigCase_Desc,Quest,Quest Info,,"Go to the designated point and place the signal smoke when you are ready. Be careful this will attract the attention of the horde.\n\n[DECEA3]Be careful, you need to place the signal smoke after activating the task at the designated point. If you place it prematurely, the task will not be completed and you will have to cancel it without a reward.[-]","Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны это привлечет внимание орды.\n\n[DECEA3]Будьте внимательны - размещать сигнальный дым нужно после активации задания на указанной точке. Если вы его установите преждевременно - задание не сможет быть завершено, и вам придеться его отменить без награды.[-]"
BigCase01_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the signal smoke when ready. Be careful this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Ultra Light Alloys[-]","Вы запросили большой кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны это привлечет внимание орды. Если у вас получиться продержаться в получите большой набор ресурсов [DECEA3]Сверхлегкие сплавы[-]"
BigCase02_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the signal smoke when ready. Be careful this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Ultra Strength Alloys[-]","Вы запросили большой кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны это привлечет внимание орды. Если у вас получиться продержаться в получите большой набор ресурсов [DECEA3]Сверхпрочные сплавы[-]"
BigCase03_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the signal smoke when ready. Be careful this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Experimental Alloys[-]","Вы запросили большой кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны это привлечет внимание орды. Если у вас получиться продержаться в получите большой набор ресурсов [DECEA3]Эксперементальные сплавы[-]"


