Key,Source,Context,Changes,English,Russian
BuffTerribleWoundsIncDesc,buffs,Buff,,"You have opened up a nasty wound. You take periodic damage from blood loss. \nYour health is reduced by [FFB800]25[-] and your mobility is reduced by [FFB800]20%[-]","У вас открылась ужасная рана. Вы получаете периодический урон от потери крови. \nЗапас здоровья снижен на [FFB800]25[-] а ваша мобильность на [FFB800]20%[-]"

bossDevourer,entityclasses,Entity,,[FFB800]Mini BOSS[-] DEVOURER,[FFB800]Мини БОСС[-] ПОЖИРАТЕЛЬ
DevourerMinion,entityclasses,Entity,,[94CBFF]MINION[-] Devourer,[94CBFF]МИНЬЕН[-] Пожирателя
bossBearDaddy,entityclasses,Entity,,[FFB800]Mini BOSS[-] BEAR DADDY,[FFB800]Мини БОСС[-] ПАПА МЕДВЕДЬ
BearDaddyMinion,entityclasses,Entity,,[94CBFF]MINION[-] Bear Daddy,[94CBFF]МИНЬЕН[-] Папы медведя
bossGargul,entityclasses,Entity,,[FFB800]Mini BOSS[-] GARGUL,[FFB800]Мини БОСС[-] ГАРГУЛ
GargulMinion,entityclasses,Entity,,[94CBFF]MINION[-] Gargul,[94CBFF]МИНЬЕН[-] Гаргула
bossBull,entityclasses,Entity,,[FFB800]BOSS[-] BULL,[FFB800]БОСС[-] БУГАЙ
bossShocker,entityclasses,Entity,,[FFB800]BOSS[-] SHOCKER,[FFB800]БОСС[-] ШОКЕР
bossVeteran,entityclasses,Entity,,[FFB800]BOSS[-] VETERAN,[FFB800]БОСС[-] ВЕТЕРАН

MiniBossLootContainer,entityclasses,Entity,,Loot [DECEA3]Mini BOSS[-],Добыча [DECEA3]Мини БОСС[-]
BossLootContainer,entityclasses,Entity,,Loot [FFB800]BOSS[-],Добыча [FFB800]БОСС[-]
