Key,Source,Context,Changes,English,Russian
electricfencepostExpDesc,blocks,Electricity,,"Connect 2 or more parts. Extreme voltage supplied through the wires will not leave a chance to anyone. The main thing is not to accidentally touch it! Zombie Barbecue takes on a new meaning.\nThe improvement increases the safety margin of the trap, damage and also increases resistance to explosions by 40%. Significantly increased the expendable capacity.\n\nRepaired with improved electrical parts.","Соедините 2 части или больше. Экстримально напряжение подоваемое по проводам не оставить шанса никому. Главное самому случайно не задеть! Зомби-Барбекю приобритает новый смысл.\nУлучшение увеличивает запас прочности ловушки, урон а также увеличивает сопротивление взрывам на 40%. Значительно увеличено расходуемая можность.\n\nРемонтируется с помощью улучшенных электрических частей."

forgeImp,blocks,Workstation,,Forge [DECEA3]Improved[-],Кузница [DECEA3]Улучшенная[-]
forgeImpDesc,blocks,Workstation,,"This large, improved forge is a great time saver. Improved tools allow you to smelt large amounts of resources much faster.","Это большая, улучшенная кузница значительно экономит ваше время. Улучшенные инструменты позволяют значительно быстрее переплавить большое количество ресурсов."
workbenchImp,blocks,Workstation,,Workbench [DECEA3]Improved[-],Верстак [DECEA3]Улучшенный[-]
workbenchImpDesc,blocks,Workstation,,"You can create almost anything on a regular workbench, but it takes time. The upgraded version of the workbench allows you to add modifications that speed up the creation of items and allow you to create complex and unique items.","На обычном верстаке вы можете создать почти все, но это требует времени. Улучшенная версия верстака позволяет добавлять модификации, которые ускоряют создание предметов и позволяют создавать сложные и уникальные предметы."
kitchenStove,blocks,Workstation,,Kitchen Stove,Кухонная плита
kitchenStoveDesc,blocks,Workstation,,"Forget about cooking over a campfire. Now you can cook real home-cooked food.\nAllows you to use kitchen accessories, that increase cooking speed and reduce the amount of resources required.","Забудьте про готовку на костре. Теперь вы можете приготовить настоящую домашнюю пищу.\nПозволяет использовать кухонные аксессуары, которые увеличивают скорость приготовления и уменьшает количество требуемых ресурсов."
DewCollectorImp,blocks,Workstation,,Dew Collector [DECEA3]Improved[-],Коллектор росы [DECEA3]Улучшенный[-]
DewCollectorImpDesc,blocks,Workstation,,"There will be no more problems with water. The improved dew collector allows you to collect water 30% faster.\nWhen installing a water filter, water is collected in bottles. This significantly increases the amount of water obtained.","С водой больше не будет проблем. Улучшенный коллектор росы позволяет собирать воду на 30% быстрее.\nПри установке фильтра для воды, вода собирается бутылями. Это значительно увеличивает количество получаемой воды."
cementMixerImp,blocks,Workstation,,Cement Mixer [DECEA3]Improved[-],Бетономешалка [DECEA3]Улучшенная[-]
cementMixerImpDesc,blocks,Workstation,,"Now you can build a whole city.\nThe speed of resource processing has been increased, and the cost of recipes has been reduced.","Теперь вы можете построить целый город.\nУвеличена скорость переработки ресурсов, а также уменьшена стоимость рецептов."
ReactorСhargingStation,blocks,Electricity,,[FFB800]Reactor[-] Сharging Station,[FFB800]Реакторная[-] Зарядная станция
ReactorСhargingStationDesc,blocks,Electricity,,"Experimental station for charging a reactor instrument.\n\nATTENTION! Requires connection to power grid for charging.","Экспериментальная станция заряда реакторного инструмента.\n\nВНИМАНИЕ! Для зарядки требуется подключить к электосети."

ReactorBank,blocks,Electricity,,[FFB800]Reactor[-] Power Bank,[FFB800]Реакторный[-] Блок Питания
ReactorBankDesc,blocks,Electricity,,"Experimental power supply, reveals all the delights of reactor energy. Uses portable [FFB800]reactors[-] as a power source.","Экспериментальный блок питания, раскрывает все прелести реакторной энергии. Использует портативные [FFB800]реакторы[-] как источник энергии."

IndustrialEngine,items,item,,Engine [DECEA3]Industrial[-],Двигатель [DECEA3]Промышленный[-]
IndustrialEngineDesc,items,item,,"The huge industrial engine is used in industrial equipment and power engineering.","Огромный промышленный двигатель используется в промышленном оборудовании и энергетике."
GeneratorImp,items,item,,Generator [DECEA3]Industrial[-],Генератор [DECEA3]Промышленный[-]
GeneratorImpDesc,items,item,,"This is the power of production. All large factories use such generators so that production does not stop, even when there is no access to the external power grid.\nThe volume of the fuel tank and the amount of energy generated are significantly increased.\nIndustrial engines are used for operation.","Вот она мощь производства. Все крупные заводы используют подобные генераторы чтобы производство не останавливалось, даже когда нет доступа к внешней энергосети.\nЗначительно увеличен объем бака с топливом и количество вырабатываемой энергии.\nДля работы используются промышленные двигатели."

toolBellowsImp,items,item,,Bellows [DECEA3]Improved[-],Кузнечные меха [DECEA3]Улучшенные[-]
toolBellowsImpDesc,items,item,,"Blacksmith's bellows for the improved forge. Increases smelting speed by 2x.","Кузнечные меха для улучшенной кузницы. Увеличиват скорость плавки в 2 раза."
toolAnvilImp,items,item,,Anvil [DECEA3]Improved[-],Наковальня [DECEA3]Улучшенная[-]
toolAnvilImpDesc,items,item,,"Anvil for the improved forge. Increases the crafting speed by 2 times.","Наковальня для улучшенной кузницы. Увеличиват скорость создания в 2 раза."
toolSmallParts,items,item,,Small Parts [DECEA3]Workbench[-],Мелкие запчасти [DECEA3]Верстак[-]
toolSmallPartsDesc,items,item,,"It's good to have bolts and screws on hand. This allows you to save a lot of time. Increases item creation speed by 30%.","Хорошо когда под рукой есть болтики и винтики. Это позволяет сократить кучу времени. Увеличивает скорость создания предметов на 30%."
toolImprovedTools,items,item,,Improved Tools [DECEA3]Workbench[-],Улучшенный инструмент [DECEA3]Верстак[-]
toolImprovedToolsDesc,items,item,,"A good tool is the main thing you need to create complex recipes. Now you can create rare and unique items.","Хороший инструмент - главное что нужно для создания сложных рецептов. Теперь вы можете создавать редкие и уникальные предметы."
toolKitchenKnives,items,item,,Kitchen Knives Ururu [DECEA3]Stove[-],Кухонные ножи Уруру [DECEA3]Плита[-]
toolKitchenKnivesDesc,items,item,,"Good sharp knives are always useful in the kitchen. Especially if they are sharpened by [FFB800]Ururu[-]. You won't cut off your fingers and otherwise it will reduce the cooking time.","Хорошие острые ножи всегда пригоднятся на кухне. Особенно если их заточила [FFB800]Уруру[-]. Не отрежте себе пальцы а в остальном это позволяет уменьшить время приготоволения."
resourceConcreteBundle,items,item,,Stack of Concrete Mix [DECEA3]1000[-],Упаковака бетона [DECEA3]1000[-]
resourceConcreteBundleDesc,items,item,,"Compact pack of concrete. Requires less resources when crafting./nOpen this pack to get 1000 concrete","Компактная упаковка бетона. При создании требует меньше ресурсов./nОткройте этот набор чтобы получить 1000 бетона"

0000 -- ARMOR -- 0000

resourceArmorCraftingKitImp,items,Resources,,Armor Crafting Kit [DECEA3]Improved[-],Принадлежности для брони [DECEA3]Улучшенные[-]
resourceArmorCraftingKitImpDesc,items,Resources,,"By creating experimental armor, you can significantly improve your stats. But you also need the appropriate accessories\n\nUsed to make experimental armor.","Создавая экспериментальную броню, вы можете значительно улучшить свои показатели. Но и принадлежности нужны соответствующие\n\nИспользуется для изготовления экспериментальной брони."

buffRescuerSetBonus,buffs,Buff,,[FFB800]Rescuer[-],[FFB800]Спасатель[-]
buffRescuerSetBonusName,buffs,buff,,Armor Bonus,Бонус брони
buffRescuerSetBonusTooltip,buffs,buff,,You benefit from the Rescuer armor bonus,На вас действует бонус от брони Спасатель
buffRescuerSetBonusDesc,buffs,Buff,,"You have equipped a full set of the experimental [FFB800]Rescuer[-]Bloodborne armor\nYour party members benefit from the following bonuses: Food and water consumption decreased by [DECEA3]{cvar(.armorRescuerFoodWaterFSBDisplay:0)}%[-], Carrying capacity increased by [DECEA3]{cvar(.armorRescuerCarryCapacityFSBDisplay:0)}[-], Health regeneration from healing increased by [DECEA3]{cvar(.armorRescuerRegHealthFSBDisplay:0)}%[-], More food and medicine in loot by [DECEA3]{cvar(.armorRescuerFoodLootFSBDisplay:0)}%[-] and running speed increased by [DECEA3]{cvar(.armorRescuerRunSpeedFSBDisplay:0)}%[-]\n[FFB800]Party Support[-] - Using [8692FF]Super elixirs[-] and [8692FF]Rescuer's First Aid Kit[-] will apply the effect to all party members. When using [8692FF]Rescuer's First Aid Kit[-], you cast the [FFB800]Rescuer's Defense[-] effect on an ally.\n\n[DECEA3]Gives resistance to the [DECEA3]1[-] effect of active radiation[-]","Вы одели полный комплект экспериментальной блони [FFB800]Спасатель[-]\nНа участников Вашей группы дейтсвуют следующие бонусы: Расход еды и воды уменьшен на [DECEA3]{cvar(.armorRescuerFoodWaterFSBDisplay:0)}%[-], Грузоподъемность увеличена на [DECEA3]{cvar(.armorRescuerCarryCapacityFSBDisplay:0)}[-], Скорость восстановления здоровья от лечения увеличена на [DECEA3]{cvar(.armorRescuerRegHealthFSBDisplay:0)}%[-], Больше еды и медицины в луте на [DECEA3]{cvar(.armorRescuerFoodLootFSBDisplay:0)}%[-] и скорость бега увеличена на [DECEA3]{cvar(.armorRescuerRunSpeedFSBDisplay:0)}%[-]\n[FFB800]Поддержка группы[-] - использование [8692FF]Суперэликсиров[-] и [8692FF]Аптечки спасателя[-] применят эффект на всех участников группы. При использовании [8692FF]Аптечки спасателя[-], вы накладываете эффект [FFB800]Защита спасателя[-] на союзника.\n\n[DECEA3]Дает сопротивление к [DECEA3]1[-] эффекту активной радиации[-]"

buffRescuerSetBonusOtherT1Name,buffs,buff,,Rescuer is nearby,Спасатель рядом
buffRescuerSetBonusOtherT1Tooltip,buffs,buff,,Ally Armor Set Bonus Active,Бонус комлекта брони союзника активен
buffRescuerSetBonusOtherT1Desc,buffs,Buff,,"Ally has a full set of armor [FFB800]Rescuer[-]\n\nFood and water consumption decreased by [DECEA3]10%[-], Carrying capacity increased by [DECEA3]1[-], Health recovery rate from healing increased by [DECEA3]6%[-], More food and medicine in loot by [DECEA3]4%[-] and running speed increased by [DECEA3]1%[-]","Союзник имеет полный комплект брони [FFB800]Спасатель[-]\n\nРасход еды и воды уменьшен на [DECEA3]10%[-], Грузоподъемность увеличена на [DECEA3]1[-], Скорость восстановления здоровья от лечения увеличена на [DECEA3]6%[-], Больше еды и медицины в луте на [DECEA3]4%[-] и скорость бега увеличена на [DECEA3]1%[-]"
buffRescuerSetBonusOtherT2Name,buffs,buff,,Rescuer is nearby,Спасатель рядом
buffRescuerSetBonusOtherT2Tooltip,buffs,buff,,Ally Armor Set Bonus Active,Бонус комлекта брони союзника активен
buffRescuerSetBonusOtherT2Desc,buffs,Buff,,"Ally has a full set of armor [FFB800]Rescuer[-]\n\nFood and water consumption decreased by [DECEA3]20%[-], Carrying capacity increased by [DECEA3]2[-], Health recovery rate from healing increased by [DECEA3]12%[-], More food and medicine in loot by [DECEA3]8%[-] and running speed increased by [DECEA3]2%[-]","Союзник имеет полный комплект брони [FFB800]Спасатель[-]\n\nРасход еды и воды уменьшен на [DECEA3]20%[-], Грузоподъемность увеличена на [DECEA3]2[-], Скорость восстановления здоровья от лечения увеличена на [DECEA3]12%[-], Больше еды и медицины в луте на [DECEA3]8%[-] и скорость бега увеличена на [DECEA3]2%[-]"
buffRescuerSetBonusOtherT3Name,buffs,buff,,Rescuer is nearby,Спасатель рядом
buffRescuerSetBonusOtherT3Tooltip,buffs,buff,,Ally Armor Set Bonus Active,Бонус комлекта брони союзника активен
buffRescuerSetBonusOtherT3Desc,buffs,Buff,,"Ally has a full set of armor [FFB800]Rescuer[-]\n\nFood and water consumption decreased by [DECEA3]30%[-], Carrying capacity increased by [DECEA3]3[-], Health recovery rate from healing increased by [DECEA3]18%[-], More food and medicine in loot by [DECEA3]12%[-] and running speed increased by [DECEA3]3%[-]","Союзник имеет полный комплект брони [FFB800]Спасатель[-]\n\nРасход еды и воды уменьшен на [DECEA3]30%[-], Грузоподъемность увеличена на [DECEA3]3[-], Скорость восстановления здоровья от лечения увеличена на [DECEA3]18%[-], Больше еды и медицины в луте на [DECEA3]12%[-] и скорость бега увеличена на [DECEA3]3%[-]"
buffRescuerSetBonusOtherT4Name,buffs,buff,,Rescuer is nearby,Спасатель рядом
buffRescuerSetBonusOtherT4Tooltip,buffs,buff,,Ally Armor Set Bonus Active,Бонус комлекта брони союзника активен
buffRescuerSetBonusOtherT4Desc,buffs,Buff,,"Ally has a full set of armor [FFB800]Rescuer[-]\n\nFood and water consumption decreased by [DECEA3]40%[-], Carrying capacity increased by [DECEA3]4[-], Health recovery rate from healing increased by [DECEA3]24%[-], More food and medicine in loot by [DECEA3]16%[-] and running speed increased by [DECEA3]4%[-]","Союзник имеет полный комплект брони [FFB800]Спасатель[-]\n\nРасход еды и воды уменьшен на [DECEA3]30%[-], Грузоподъемность увеличена на [DECEA3]4[-], Скорость восстановления здоровья от лечения увеличена на [DECEA3]24%[-], Больше еды и медицины в луте на [DECEA3]16%[-] и скорость бега увеличена на [DECEA3]4%[-]"
buffRescuerSetBonusOtherT5Name,buffs,buff,,Rescuer is nearby,Спасатель рядом
buffRescuerSetBonusOtherT5Tooltip,buffs,buff,,Ally Armor Set Bonus Active,Бонус комлекта брони союзника активен
buffRescuerSetBonusOtherT5Desc,buffs,Buff,,"Ally has a full set of armor [FFB800]Rescuer[-]\n\nFood and water consumption decreased by [DECEA3]50%[-], Carrying capacity increased by [DECEA3]5[-], Health recovery rate from healing increased by [DECEA3]30%[-], More food and medicine in loot by [DECEA3]20%[-] and running speed increased by [DECEA3]5%[-]","Союзник имеет полный комплект брони [FFB800]Спасатель[-]\n\nРасход еды и воды уменьшен на [DECEA3]50%[-], Грузоподъемность увеличена на [DECEA3]5[-], Скорость восстановления здоровья от лечения увеличена на [DECEA3]30%[-], Больше еды и медицины в луте на [DECEA3]20%[-] и скорость бега увеличена на [DECEA3]5%[-]"
buffRescuerSetBonusOtherT6Name,buffs,buff,,Rescuer is nearby,Спасатель рядом
buffRescuerSetBonusOtherT6Tooltip,buffs,buff,,Ally Armor Set Bonus Active,Бонус комлекта брони союзника активен
buffRescuerSetBonusOtherT6Desc,buffs,Buff,,"Ally has a full set of armor [FFB800]Rescuer[-]\n\nFood and water consumption decreased by [DECEA3]60%[-], Carrying capacity increased by [DECEA3]10[-], Health recovery rate from healing increased by [DECEA3]50%[-], More food and medicine in loot by [DECEA3]30%[-] and running speed increased by [DECEA3]10%[-]","Союзник имеет полный комплект брони [FFB800]Спасатель[-]\n\nРасход еды и воды уменьшен на [DECEA3]60%[-], Грузоподъемность увеличена на [DECEA3]10[-], Скорость восстановления здоровья от лечения увеличена на [DECEA3]50%[-], Больше еды и медицины в луте на [DECEA3]30%[-] и скорость бега увеличена на [DECEA3]10%[-]"

buffPredatorSetBonus,buffs,Buff,,[FFB800]Predator[-],[FFB800]Хищник[-]
buffPredatorSetBonusName,buffs,buff,,Armor Bonus,Бонус брони
buffPredatorSetBonusTooltip,buffs,buff,,You benefit from the Predator armor bonus,На вас действует бонус от брони Хищник
buffPredatorSetBonusDesc,buffs,Buff,,"You have equipped a full set of experimental [FFB800]Predator[-]\nFirearm damage increased by [DECEA3]{cvar(.armorPredatorFSBDisplay:0)}%[-]\n[FFB800]Second Chance[-] - if you have less than [DECEA3]50[-] HP remaining, the active skill is triggered. You are immune to all damage for [DECEA3]5[-] sec, and all enemies around you are knocked down. [DECEA3]90[-] seconds cooldown\n[FFB800]Everyone to the hunt![-] - Damage dealt by all members of your party is increased by [DECEA3]10%[-]\n\n[DECEA3]Grants resistance to [DECEA3]1[-] active radiation effect[-]","Вы одели полный комплект экспериментальной блони [FFB800]Хищник[-]\nУрон огнестрельного оружия увеличен на [DECEA3]{cvar(.armorPredatorFSBDisplay:0)}%[-]\n[FFB800]Второй шанс[-] - если у вас остается меньше [DECEA3]50[-] ОЗ срабатывает активный навык. Вы невоспримчивы к любому типу урона на [DECEA3]5[-] сек, а все противники вокруг будут опрокинуты. Перезарядка [DECEA3]90[-] секунд\n[FFB800]Все на охоту![-] - Урон у все участников вашей группы увеличен на [DECEA3]10%[-]\n\n[DECEA3]Дает сопротивление к [DECEA3]1[-] эффекту активной радиации[-]"
buffSecondChanceActiveName,buffs,buff,,Second Chance, Второй шанс
buffSecondChanceActiveTooltip,buffs,buff,,You were given a second chance,Вам дали второй шанс
buffSecondChanceActiveIncDesc,buffs,Buff,,"Second Chance Activated\n\nYou are immune to all damage for [DECEA3]5[-] seconds\nAll enemies around you will be knocked to the ground","Второй шанс активирован\n\nВы неуязвимы к любому урону на [DECEA3]5[-] секунд\nВсе противники вокруг вас будут опрокинуты на землю"
buffSecondChanceReloadName,buffs,buff,,Second Chance Reload, Второй шанс перезарядка
buffSecondChanceReloadTooltip,buffs,buff,,Active ability on cooldown,Активная способность на перезарядке
