Key,Source,Context,Changes,English,Russian,TChinese
requestUltraLightAlloysBig,items,Request,,[DECEA3]Big case[-] Ultra light alloys,[DECEA3]Большой кейс[-] Сверхлегкие сплавы,[DECEA3]大型箱[-] 超輕合金
requestUltraLightAlloysBigDesc,items,Request,,"Request for a large case of resources.\nBe careful, dropping such a quantity of cargo will attract the attention of the horde.\n\nIf you successfully receive the cargo, you will receive [DECEA3]100 Ultra light alloys.[-]","Запрос на получение большого кейса ресурсов.\nБудьте осторожны сброс такого количества груза привлечет внимание орды.\n\nВ случае успешного получения груза в получите [DECEA3]100 Сверхлегких сплавов.[-]","請求一個大型資源箱。\n小心，投放如此大量的貨物會吸引殭屍群的注意。\n\n如果你成功接收到貨物，你將獲得[DECEA3]100個超輕合金。[-]"
requesUltraStrengthAlloysBig,items,Request,,[DECEA3]Big case[-] Ultra strength alloys,[DECEA3]Большой кейс[-] Сверхпрочные сплавы,[DECEA3]大型箱[-] 超強合金
requesUltraStrengthAlloysBigDesc,items,Request,,"Request for a large case of resources.\nBe careful, dropping such a quantity of cargo will attract the attention of the horde.\n\nIf you successfully receive the cargo, you will receive [DECEA3]100 Ultra strength alloys.[-]","Запрос на получение большого кейса ресурсов.\nБудьте осторожны сброс такого количества груза привлечет внимание орды.\n\nВ случае успешного получения груза в получите [DECEA3]100 Сверхпрочных сплавов.[-]","請求一個大型資源箱。\n小心，投放如此大量的貨物會吸引殭屍群的注意。\n\n如果你成功接收到貨物，你將獲得[DECEA3]100個超強合金。[-]"
requestExperimentalAlloysBig,items,Request,,[DECEA3]Big case[-] Experimental alloys,[DECEA3]Большой кейс[-] Эксперементальные сплавы,[DECEA3]大型箱[-] 實驗性合金
requestExperimentalAlloysBigDesc,items,Request,,"Request for a large case of resources.\nBe careful, dropping such a quantity of cargo will attract the attention of the horde.\n\nIf you successfully receive the cargo, you will receive [DECEA3]100 Experimental alloys.[-]","Запрос на получение большого кейса ресурсов.\nБудьте осторожны сброс такого количества груза привлечет внимание орды.\n\nВ случае успешного получения груза в получите [DECEA3]100 Экспериментальных сплавов.[-]","請求一個大型資源箱。\n小心，投放如此大量的貨物會吸引殭屍群的注意。\n\n如果你成功接收到貨物，你將獲得[DECEA3]100個實驗性合金。[-]"

workstationsT3-2,progression,Attribute,,Level 3: Radio station,Уровень 3: Радиостанция,等級3：無線電站

radioStation,blocks,Workstation,,Radio station,Радиостанция,無線電站
radioStationDesc,blocks,Workstation,,"Traders in the exclusion zone cannot help with everything. Communication with the outside world will allow you to exchange rare resources and receive unique tasks.","Торговцы в зоне отчуждения не во всем могут помочь. Связь с внешним миром, позволит вам обменивать редкие ресурсы и получать уникальные задания.","隔離區內的商人並不是萬能的。與外界的通訊將允許你交換稀有資源並接收獨特任務。"

SignalSmokeFaint,blocks,QuestItems,,Faint signal smoke,Слабый сигнальный дым,微弱信號煙
SignalSmokeFaintDesc,blocks,QuestItems,,"There is not much smoke, but you can see it from the plane. But be careful, it can attract unnecessary attention.\n\n[DECEA3]Support mission item. Be careful - you need to place signal smoke after activating the mission at the specified point. Can be dismantled for valuable resources.[-]","Дыма не так много, но с самолета разлядеть можно. Но будьте осторожны, он может привлечь излишнее внимание.\n\n[DECEA3]Предмет задания поддержки. Будьте внимательны - размещать сигнальный дым нужно после активации задания на указанной точке. Разбирается на ценные ресурсы.[-]","煙霧不多，但從飛機上可以看到。但要小心，它可能會引起不必要的注意。\n\n[DECEA3]支援任務物品。注意 - 你需要在指定地點啟動任務後放置信號煙。可以拆解成有價值的資源。[-]"
SignalSmokeMedium,blocks,QuestItems,,Medium signal smoke,Средний сигнальный дым,中等信號煙
SignalSmokeMediumDesc,blocks,QuestItems,,"Medium smoke screen. But be careful, it will definitely attract zombies.\n\n[DECEA3]Support mission item. Be careful - you need to place signal smoke after activating the mission at the specified point. Can be dismantled for valuable resources.[-]","Средняя дымовая завеса. Но будьте осторожны, это точно привлечет внимание зомби.\n\n[DECEA3]Предмет задания поддержки. Будьте внимательны - размещать сигнальный дым нужно после активации задания на указанной точке. Разбирается на ценные ресурсы.[-]","中等煙幕。但要小心，它肯定會吸引殭屍。\n\n[DECEA3]支援任務物品。注意 - 你需要在指定地點啟動任務後放置信號煙。可以拆解成有價值的資源。[-]"
SignalSmokeStrong,blocks,QuestItems,,Strong signal smoke,Сильный сигнальный дым,強烈信號煙
SignalSmokeStrongDesc,blocks,QuestItems,,"A powerful smoke screen. But be careful, it will definitely attract the attention of the horde.\n\n[DECEA3]Support mission item. Be careful - you need to place signal smoke after activating the mission at the specified point. Can be dismantled for valuable resources.[-]","Сильная дымовая завеса. Но будьте осторожны, это точно привлечет внимание орды.\n\n[DECEA3]Предмет задания поддержки. Будьте внимательны - размещать сигнальный дым нужно после активации задания на указанной точке. Разбирается на ценные ресурсы.[-]","強大的煙幕。但要小心，它肯定會吸引殭屍群的注意。\n\n[DECEA3]支援任務物品。注意 - 你需要在指定地點啟動任務後放置信號煙。可以拆解成有價值的資源。[-]"

quest_support_statement,Quest,Quest Info,,Receive a load of support,Пролучите груз поддержки,接收支援貨物
quest_support_subtitle,Quest,Quest Info,,Receive a load of support,Пролучите груз поддержки,接收支援貨物
quest_support_response,Quest,Quest Info,,Request support([DECEA3]{poi.distance} {poi.direction}[-]),Запрос поддержки ([DECEA3]{poi.distance} {poi.direction}[-]),請求支援([DECEA3]{poi.distance} {poi.direction}[-])

SmallCase_Name,Quest,Quest Info,,Support Request [DECEA3]Small Case[-],Запрос поддержки [DECEA3]Малый кейс[-],支援請求 [DECEA3]小型箱[-]

SmallCase01_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the signal smoke when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Ultra Light Alloys[-]\n\n[FFB800]Warning! Completing the quest during the Blood Moon will result in the quest failing[-]","Вы запросили малый кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он может привлечь нежелательных гостей. Если у вас получиться продержаться в получите малый набор ресурсов [DECEA3]Сверхлегкие сплавы[-]\n\n[FFB800]Внимание! Прохождения задания во время Кровавой луны приведет к провалу задания[-]","你已請求一個小型支援箱。前往指定位置，準備好時放置信號煙。小心，它可能會吸引不速之客。如果你能堅持一段時間，你將獲得一個小型資源包 [DECEA3]超輕合金[-]\n\n[FFB800]警告！在血月期間完成任務將導致任務失敗[-]"
SmallCase02_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the signal smoke when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Ultra Strength Alloys[-]\n\n[FFB800]Warning! Completing the quest during the Blood Moon will result in the quest failing[-]","Вы запросили малый кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он может привлечь нежелательных гостей. Если у вас получиться продержаться в получите малый набор ресурсов [DECEA3]Сверхпрочные сплавы[-]\n\n[FFB800]Внимание! Прохождения задания во время Кровавой луны приведет к провалу задания[-]","你已請求一個小型支援箱。前往指定位置，準備好時放置信號煙。小心，它可能會吸引不速之客。如果你能堅持一段時間，你將獲得一個小型資源包 [DECEA3]超強合金[-]\n\n[FFB800]警告！在血月期間完成任務將導致任務失敗[-]"
SmallCase03_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the signal smoke when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Experimental alloys[-]\n\n[FFB800]Warning! Completing the quest during the Blood Moon will result in the quest failing[-]","Вы запросили малый кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он может привлечь нежелательных гостей. Если у вас получиться продержаться в получите малый набор ресурсов [DECEA3]Экспериментальные сплавы[-]\n\n[FFB800]Внимание! Прохождения задания во время Кровавой луны приведет к провалу задания[-]","你已請求一個小型支援箱。前往指定位置，準備好時放置信號煙。小心，它可能會吸引不速之客。如果你能堅持一段時間，你將獲得一個小型資源包 [DECEA3]實驗性合金[-]\n\n[FFB800]警告！在血月期間完成任務將導致任務失敗[-]"

MediumCase_Name,Quest,Quest Info,,Support Request [DECEA3]Medium Case[-],Запрос поддержки [DECEA3]Средний кейс[-],支援請求 [DECEA3]中型箱[-]

MediumCase01_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the signal smoke when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Ultra Light Alloys[-]\n\n[FFB800]Warning! Completing the quest during the Blood Moon will result in the quest failing[-]","Вы запросили средний кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он привлечет спящих со всей округи. Если у вас получиться продержаться в получите средний набор ресурсов [DECEA3]Сверхлегкие сплавы[-]\n\n[FFB800]Внимание! Прохождения задания во время Кровавой луны приведет к провалу задания[-]","你已請求一個中型支援箱。前往指定位置，準備好時放置信號煙。小心，它會吸引周圍所有的沉睡者。如果你能堅持一段時間，你將獲得一個中型資源包 [DECEA3]超輕合金[-]\n\n[FFB800]警告！在血月期間完成任務將導致任務失敗[-]"
MediumCase02_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the signal smoke when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Ultra Strength Alloys[-]\n\n[FFB800]Warning! Completing the quest during the Blood Moon will result in the quest failing[-]","Вы запросили средний кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он привлечет спящих со всей округи. Если у вас получиться продержаться в получите средний набор ресурсов [DECEA3]Сверхпрочные сплавы[-]\n\n[FFB800]Внимание! Прохождения задания во время Кровавой луны приведет к провалу задания[-]","你已請求一個中型支援箱。前往指定位置，準備好時放置信號煙。小心，它會吸引周圍所有的沉睡者。如果你能堅持一段時間，你將獲得一個中型資源包 [DECEA3]超強合金[-]\n\n[FFB800]警告！在血月期間完成任務將導致任務失敗[-]"
MediumCase03_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the signal smoke when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Experimental Alloys[-]\n\n[FFB800]Warning! Completing the quest during the Blood Moon will result in the quest failing[-]","Вы запросили средний кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны он привлечет спящих со всей округи. Если у вас получиться продержаться в получите средний набор ресурсов [DECEA3]Экспериментальные сплавы[-]\n\n[FFB800]Внимание! Прохождения задания во время Кровавой луны приведет к провалу задания[-]","你已請求一個中型支援箱。前往指定位置，準備好時放置信號煙。小心，它會吸引周圍所有的沉睡者。如果你能堅持一段時間，你將獲得一個中型資源包 [DECEA3]實驗性合金[-]\n\n[FFB800]警告！在血月期間完成任務將導致任務失敗[-]"

BigCase_Step1_Name,Quest,Quest Info,,Support Request: Start [DECEA3]Big Case[-],Запрос поддержки: Начало [DECEA3]Большой кейс[-],支援請求：開始 [DECEA3]大型箱[-]
BigCase_Step2_Name,Quest,Quest Info,,Support Request [DECEA3]Big Case[-],Запрос поддержки [DECEA3]Большой кейс[-],支援請求 [DECEA3]大型箱[-]

BigCase_Desc,Quest,Quest Info,,"Go to the designated point and place the signal smoke when you are ready. Be careful this will attract the attention of the horde.\n\n[DECEA3]Be careful, you need to place the signal smoke after activating the task at the designated point. If you place it prematurely, the task will not be completed and you will have to cancel it without a reward.[-]","Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны это привлечет внимание орды.\n\n[DECEA3]Будьте внимательны - размещать сигнальный дым нужно после активации задания на указанной точке. Если вы его установите преждевременно - задание не сможет быть завершено, и вам придеться его отменить без награды.[-]","前往指定地點，準備好時放置信號煙。小心，這將吸引殭屍群的注意。\n\n[DECEA3]注意，你需要在指定地點啟動任務後放置信號煙。如果你過早放置，任務將無法完成，你將不得不取消任務且沒有獎勵。[-]"
BigCase01_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the signal smoke when ready. Be careful this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Ultra Light Alloys[-]\n\n[FFB800]Warning! Completing the quest during the Blood Moon will result in the quest failing[-]","Вы запросили большой кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны это привлечет внимание орды. Если у вас получиться продержаться в получите большой набор ресурсов [DECEA3]Сверхлегкие сплавы[-]\n\n[FFB800]Внимание! Прохождения задания во время Кровавой луны приведет к провалу задания[-]","你已請求一個大型支援箱。前往指定位置，準備好時放置信號煙。小心，這將吸引殭屍群的注意。如果你能堅持一段時間，你將獲得一個大型資源包 [DECEA3]超輕合金[-]\n\n[FFB800]警告！在血月期間完成任務將導致任務失敗[-]"
BigCase02_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the signal smoke when ready. Be careful this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Ultra Strength Alloys[-]\n\n[FFB800]Warning! Completing the quest during the Blood Moon will result in the quest failing[-]","Вы запросили большой кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны это привлечет внимание орды. Если у вас получиться продержаться в получите большой набор ресурсов [DECEA3]Сверхпрочные сплавы[-]\n\n[FFB800]Внимание! Прохождения задания во время Кровавой луны приведет к провалу задания[-]","你已請求一個大型支援箱。前往指定位置，準備好時放置信號煙。小心，這將吸引殭屍群的注意。如果你能堅持一段時間，你將獲得一個大型資源包 [DECEA3]超強合金[-]\n\n[FFB800]警告！在血月期間完成任務將導致任務失敗[-]"
BigCase03_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the signal smoke when ready. Be careful this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Experimental Alloys[-]\n\n[FFB800]Warning! Completing the quest during the Blood Moon will result in the quest failing[-]","Вы запросили большой кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым когда будите готовы. Будьте осторожны это привлечет внимание орды. Если у вас получиться продержаться в получите большой набор ресурсов [DECEA3]Экспериментальные сплавы[-]\n\n[FFB800]Внимание! Прохождения задания во время Кровавой луны приведет к провалу задания[-]","你已請求一個大型支援箱。前往指定位置，準備好時放置信號煙。小心，這將吸引殭屍群的注意。如果你能堅持一段時間，你將獲得一個大型資源包 [DECEA3]實驗性合金[-]\n\n[FFB800]警告！在血月期間完成任務將導致任務失敗[-]"
dropSmallLightAlloys,entityclasses,Entity,,[59F5FF]Ultra Light[-] Alloys [DECEA3]Small Case[-],[59F5FF]Сверхлегкие[-] Сплавы [DECEA3]Малый кейс[-],[59F5FF]超輕[-]合金 [DECEA3]小型箱[-]
dropSmallStrengthAlloys,entityclasses,Entity,,[E9653B]Ultra Strength[-] Alloys [DECEA3]Small Case[-],[E9653B]Сверхпрочные[-] Сплавы [DECEA3]Малый кейс[-],[E9653B]超強[-]合金 [DECEA3]小型箱[-]
dropSmallExperimentalAlloys,entityclasses,Entity,,[882FA7]Experimental[-] Alloys [DECEA3]Small Case[-],[882FA7]Экспериментальные[-] Сплавы [DECEA3]Малый кейс[-],[882FA7]實驗性[-]合金 [DECEA3]小型箱[-]
dropMediumLightAlloys,entityclasses,Entity,,[59F5FF]Ultra Light[-] Alloys [DECEA3]Medium Case[-],[59F5FF]Сверхлегкие[-] Сплавы [DECEA3]Средний кейс[-],[59F5FF]超輕[-]合金 [DECEA3]中型箱[-]
dropMediumStrengthAlloys,entityclasses,Entity,,[E9653B]Ultra Strength[-] Alloys [DECEA3]Medium Case[-],[E9653B]Сверхпрочные[-] Сплавы [DECEA3]Средний кейс[-],[E9653B]超強[-]合金 [DECEA3]中型箱[-]
dropMediumExperimentalAlloys,entityclasses,Entity,,[882FA7]Experimental[-] Alloys [DECEA3]Medium Case[-],[882FA7]Экспериментальные[-] Сплавы [DECEA3]Средний кейс[-],[882FA7]實驗性[-]合金 [DECEA3]中型箱[-]
dropBigLightAlloys,entityclasses,Entity,,[59F5FF]Ultra Light[-] Alloys [DECEA3]Big Case[-],[59F5FF]Сверхлегкие[-] Сплавы [DECEA3]Большой кейс[-],[59F5FF]超輕[-]合金 [DECEA3]大型箱[-]
dropBigStrengthAlloys,entityclasses,Entity,,[E9653B]Ultra Strength[-] Alloys [DECEA3]Big Case[-],[E9653B]Сверхпрочные[-] Сплавы [DECEA3]Большой кейс[-],[E9653B]超強[-]合金 [DECEA3]大型箱[-]
dropBigExperimentalAlloys,entityclasses,Entity,,[882FA7]Experimental[-] Alloys [DECEA3]Big Case[-],[882FA7]Экспериментальные[-] Сплавы [DECEA3]Большой кейс[-],[882FA7]實驗性[-]合金 [DECEA3]大型箱[-]
